Time, n - aac oeeuo?a	 "/s - aac oeeuo?a	Time, n - oeeuo? 3Ao	 "/s - oeeuo? 3Ao	
7094	-195	7094	-200	
7095	-191	7095	-199	
7096	-187	7096	-198	
7097	-181	7097	-196	
7098	-177	7098	-194	
7099	-175	7099	-192	
7100	-179	7100	-190	
7101	-182	7101	-189	
7102	-175	7102	-188	
7103	-165	7103	-186	
7104	-152	7104	-182	
7105	-141	7105	-178	
7106	-134	7106	-173	
7107	-121	7107	-168	
7108	-111	7108	-162	
7109	-99	7109	-155	
7110	-86	7110	-147	
7111	-75	7111	-139	
7112	-68	7112	-131	
7113	-63	7113	-123	
7114	-59	7114	-116	
7115	-55	7115	-109	
7116	-46	7116	-102	
7117	-34	7117	-94	
7118	-22	7118	-87	
7119	-11	7119	-78	
7120	-5	7120	-70	
7121	6	7121	-61	
7122	21	7122	-52	
7123	33	7123	-43	
7124	41	7124	-33	
7125	44	7125	-24	
7126	42	7126	-16	
7127	42	7127	-9	
7128	43	7128	-3	
7129	47	7129	3	
7130	52	7130	8	
7131	54	7131	14	
7132	56	7132	19	
7133	57	7133	23	
7134	60	7134	27	
7135	65	7135	32	
7136	75	7136	36	
7137	83	7137	41	
7138	79	7138	46	
7139	69	7139	49	
7140	59	7140	51	
7141	52	7141	52	
7142	50	7142	52	
7143	45	7143	51	
7144	41	7144	50	
7145	33	7145	48	
7146	26	7146	46	
7147	25	7147	44	
7148	27	7148	42	
7149	31	7149	40	
7150	32	7150	39	
7151	30	7151	38	
7152	20	7152	37	
7153	9	7153	34	
7154	3	7154	31	
7155	-1	7155	27	
7156	-3	7156	24	
7157	-8	7157	20	
7158	-17	7158	16	
7159	-25	7159	12	
7160	-28	7160	7	
7161	-26	7161	3	
7162	-19	7162	0	
7163	-16	7163	-2	
7164	-17	7164	-4	
7165	-20	7165	-5	
7166	-22	7166	-7	
7167	-22	7167	-9	
7168	-19	7168	-10	
7169	-17	7169	-11	
7170	-21	7170	-12	
7171	-26	7171	-14	
7172	-31	7172	-15	
7173	-33	7173	-17	
7174	-26	7174	-19	
7175	-16	7175	-19	
7176	-8	7176	-18	
7177	-4	7177	-17	
7178	-3	7178	-15	
7179	0	7179	-14	
7180	6	7180	-12	
7181	12	7181	-9	
7182	16	7182	-6	
7183	15	7183	-4	
7184	8	7184	-2	
7185	0	7185	-1	
7186	0	7186	-1	
7187	6	7187	-1	
7188	12	7188	1	
7189	18	7189	2	
7190	22	7190	4	
7191	27	7191	7	
7192	30	7192	9	
7193	33	7193	12	
7194	41	7194	15	
7195	45	7195	18	
7196	39	7196	21	
7197	30	7197	23	
7198	21	7198	23	
7199	15	7199	22	
7200	16	7200	22	
7201	21	7201	21	
7202	23	7202	21	
7203	18	7203	21	
7204	13	7204	21	
7205	10	7205	20	
7206	14	7206	19	
7207	17	7207	18	
7208	19	7208	18	
7209	17	7209	18	
7210	5	7210	17	
7211	-7	7211	15	
7212	-16	7212	12	
7213	-19	7213	8	
7214	-19	7214	5	
7215	-22	7215	2	
7216	-29	7216	-1	
7217	-39	7217	-5	
7218	-43	7218	-10	
7219	-42	7219	-13	
7220	-35	7220	-16	
7221	-30	7221	-18	
7222	-34	7222	-20	
7223	-40	7223	-22	
7224	-48	7224	-25	
7225	-55	7225	-28	
7226	-56	7226	-31	
7227	-54	7227	-34	
7228	-55	7228	-36	
7229	-58	7229	-39	
